title,style,F-measure,Cemgil,Cemgil Best Metric Level,Goto,P-score,Correct Metric Level Continuous,Correct Metric Level Total,Any Metric Level Continuous,Any Metric Level Total,Information gain
Media-105901,Waltz,0.21686746987951808,0.17777685454229142,0.2379557154661771,0.0,0.4375,0.0,0.0,0.0,0.0,0.058656671982411604
Albums-Step_By_Step-04,Waltz,0.25000000000000006,0.2012491955469402,0.24282989214779102,0.0,0.5686274509803921,0.058823529411764705,0.09803921568627451,0.058823529411764705,0.09803921568627451,0.14848254313594222
Media-104202,Waltz,0.2676056338028169,0.1812443188143243,0.29324632896796293,0.0,0.3584905660377358,0.0,0.0,0.0,0.0,0.03284791419235959
Media-104203,Waltz,0.1714285714285714,0.10326453188063965,0.1608868715186397,0.0,0.43478260869565216,0.0,0.0,0.08450704225352113,0.11267605633802817,0.09257418797318363
Media-105902,Waltz,0.2954545454545454,0.23827185645160887,0.24406589687736094,0.0,0.46153846153846156,0.057692307692307696,0.1346153846153846,0.057692307692307696,0.1346153846153846,0.12220040711613733
Media-104201,Waltz,0.25742574257425743,0.1945710933798014,0.28111735629598816,0.0,0.4,0.0,0.0,0.04225352112676056,0.2676056338028169,0.05470820928144396
Media-104604,Waltz,0.2545454545454546,0.13923675358682772,0.19079318091722006,0.0,0.24324324324324326,0.02702702702702703,0.02702702702702703,0.05263157894736842,0.10526315789473684,0.16642042312794467
Albums-Step_By_Step-02,Waltz,0.11538461538461539,0.08115151717304331,0.10460481991475194,0.0,0.16216216216216217,0.0,0.0,0.21052631578947367,0.3684210526315789,0.16013925420943304
Media-104402,Waltz,0.2595419847328244,0.17741501336751603,0.27514610305493636,0.0,0.3684210526315789,0.0,0.0,0.031578947368421054,0.24210526315789474,0.03907874275041059
Media-104204,Waltz,0.2884615384615385,0.21512648681855623,0.30198856183619033,0.0,0.4264705882352941,0.029411764705882353,0.08823529411764706,0.07042253521126761,0.22535211267605634,0.0910206383325121
