title,style,F-measure,Cemgil,Cemgil Best Metric Level,Goto,P-score,Correct Metric Level Continuous,Correct Metric Level Total,Any Metric Level Continuous,Any Metric Level Total,Information gain
Media-105901,Waltz,0.9722222222222222,0.8168758234558102,0.8168758234558102,1.0,0.9459459459459459,0.9459459459459459,0.9459459459459459,0.9459459459459459,0.9459459459459459,0.6956201409964361
Albums-Step_By_Step-04,Waltz,0.9736842105263158,0.8972331053914261,0.8972331053914261,1.0,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.6206166134712029
Media-104202,Waltz,0.972972972972973,0.8687634631423418,0.8687634631423418,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.5707871537999212
Media-104203,Waltz,0.972972972972973,0.9221372819855358,0.9221372819855358,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.723536365107347
Media-105902,Waltz,0.9459459459459458,0.8458744363443581,0.8458744363443581,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.525447982878803
Media-104201,Waltz,0.972972972972973,0.9466783417416319,0.9466783417416319,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.667597574759188
Media-104604,Waltz,0.9736842105263158,0.9127360289788115,0.9127360289788115,1.0,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.6237689057582564
Albums-Step_By_Step-02,Waltz,0.9736842105263158,0.8761256746103749,0.8761256746103749,1.0,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.5709167780637513
Media-104402,Waltz,0.972972972972973,0.8968350584803448,0.8968350584803448,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.6220391377742565
Media-104204,Waltz,0.972972972972973,0.9596684257195005,0.9596684257195005,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.7484709752707295
